ticket_id,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_days
31208,1608,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13
31209,659,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1
31210,255,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
31211,1399,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
31212,543,1 - Junior,Software,Request,2 - Normal,1 - Low,6
31213,394,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,1
31214,81,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,18
31215,97,2 - Regular,Software,Issue,2 - Normal,1 - Low,1
31216,1727,1 - Junior,Systems,Request,2 - Normal,3 - High,7
31217,262,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31218,562,3 - Senior,Systems,Request,2 - Normal,2 - Medium,21
31219,261,2 - Regular,Software,Issue,2 - Normal,2 - Medium,1
31220,1570,1 - Junior,Hardware,Request,2 - Normal,1 - Low,34
31221,1203,3 - Senior,Systems,Request,2 - Normal,3 - High,9
31222,250,2 - Regular,Systems,Request,2 - Normal,3 - High,6
31223,289,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31224,937,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7
31225,1016,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1
31226,771,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31227,376,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31228,1099,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2
31229,984,2 - Regular,Systems,Request,2 - Normal,1 - Low,6
31230,855,4 - Management,Software,Request,2 - Normal,3 - High,12
31231,256,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
31232,1570,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,24
31233,1518,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5
31234,1691,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0
31235,629,1 - Junior,Systems,Request,2 - Normal,2 - Medium,6
31236,1478,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16
31237,1185,2 - Regular,Systems,Issue,2 - Normal,3 - High,4
31238,1124,2 - Regular,Software,Request,2 - Normal,1 - Low,11
31239,869,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31240,1088,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31241,585,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,15
31242,467,2 - Regular,Systems,Request,2 - Normal,3 - High,10
31243,145,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31244,191,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
31245,798,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31246,810,3 - Senior,Access/Login,Request,2 - Normal,3 - High,2
31247,628,1 - Junior,Software,Request,2 - Normal,1 - Low,7
31248,1097,2 - Regular,Software,Issue,2 - Normal,1 - Low,5
31249,438,4 - Management,Software,Issue,2 - Normal,3 - High,2
31250,181,2 - Regular,Systems,Request,2 - Normal,1 - Low,6
31251,611,2 - Regular,Systems,Request,2 - Normal,3 - High,6
31252,1932,4 - Management,Systems,Issue,2 - Normal,3 - High,4
31253,746,3 - Senior,Software,Request,2 - Normal,3 - High,4
31254,322,3 - Senior,Software,Issue,2 - Normal,3 - High,3
31255,1009,3 - Senior,Software,Request,2 - Normal,3 - High,4
31256,1589,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,1
31257,1541,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,21
31258,1427,2 - Regular,Systems,Request,2 - Normal,2 - Medium,20
31259,823,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,2
31260,676,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6
31261,267,2 - Regular,Systems,Request,2 - Normal,3 - High,18
31262,422,1 - Junior,Systems,Issue,2 - Normal,1 - Low,8
31263,1512,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
31264,721,1 - Junior,Access/Login,Request,3 - Major,1 - Low,1
31265,170,3 - Senior,Systems,Request,2 - Normal,2 - Medium,14
31266,1004,2 - Regular,Systems,Request,2 - Normal,3 - High,8
31267,245,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,10
31268,866,2 - Regular,Software,Request,2 - Normal,1 - Low,10
31269,273,4 - Management,Access/Login,Request,2 - Normal,2 - Medium,0
31270,18,1 - Junior,Systems,Request,2 - Normal,3 - High,6
31271,873,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0
31272,1458,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0
31273,1851,4 - Management,Hardware,Request,2 - Normal,3 - High,11
31274,1902,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,13
31275,890,2 - Regular,Hardware,Issue,4 - Critical,0 - Unassigned,8
31276,339,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,6
31277,1460,4 - Management,Systems,Request,2 - Normal,3 - High,6
31278,507,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,1
31279,1317,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,1
31280,1570,1 - Junior,Software,Issue,3 - Major,1 - Low,8
31281,735,2 - Regular,Systems,Request,2 - Normal,3 - High,9
31282,357,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7
31283,1892,1 - Junior,Systems,Request,2 - Normal,2 - Medium,5
31284,936,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,33
31285,1421,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31286,900,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31287,1556,4 - Management,Software,Request,2 - Normal,3 - High,4
31288,1115,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31289,972,2 - Regular,Access/Login,Issue,3 - Major,3 - High,0
31290,133,4 - Management,Systems,Request,3 - Major,3 - High,8
31291,1519,3 - Senior,Software,Request,2 - Normal,3 - High,7
31292,1393,2 - Regular,Systems,Request,2 - Normal,2 - Medium,17
31293,515,3 - Senior,Systems,Issue,2 - Normal,1 - Low,18
31294,1237,2 - Regular,Systems,Request,3 - Major,3 - High,20
31295,1745,3 - Senior,Systems,Request,2 - Normal,1 - Low,15
31296,1753,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,1
31297,1509,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6
31298,1890,4 - Management,Systems,Request,2 - Normal,3 - High,13
31299,208,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
31300,652,4 - Management,Systems,Issue,3 - Major,3 - High,4
31301,213,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,1
31302,631,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31303,1082,4 - Management,Systems,Request,2 - Normal,3 - High,5
31304,308,1 - Junior,Hardware,Issue,2 - Normal,0 - Unassigned,6
31305,914,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,30
31306,829,1 - Junior,Systems,Request,2 - Normal,2 - Medium,9
31307,988,2 - Regular,Systems,Request,3 - Major,3 - High,10
31308,1414,1 - Junior,Systems,Issue,1 - Minor,1 - Low,3
31309,1603,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1
31310,33,4 - Management,Software,Request,2 - Normal,3 - High,4
31311,525,4 - Management,Access/Login,Request,1 - Minor,3 - High,0
31312,550,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,30
31313,1552,1 - Junior,Software,Issue,2 - Normal,2 - Medium,7
31314,1670,3 - Senior,Software,Issue,2 - Normal,3 - High,8
31315,1061,2 - Regular,Hardware,Request,2 - Normal,3 - High,31
31316,300,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
31317,1111,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,6
31318,161,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2
31319,1970,2 - Regular,Systems,Request,2 - Normal,1 - Low,15
31320,1380,2 - Regular,Systems,Request,2 - Normal,3 - High,7
31321,639,2 - Regular,Systems,Request,2 - Normal,2 - Medium,7
31322,846,3 - Senior,Software,Request,4 - Critical,3 - High,3
31323,1056,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31324,1310,2 - Regular,Systems,Issue,2 - Normal,1 - Low,5
31325,1588,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0
31326,766,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0
31327,1149,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
31328,1489,3 - Senior,Systems,Request,3 - Major,3 - High,19
31329,837,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
31330,1702,4 - Management,Systems,Request,2 - Normal,3 - High,5
31331,1785,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
31332,34,3 - Senior,Systems,Request,2 - Normal,1 - Low,10
31333,946,1 - Junior,Software,Request,2 - Normal,1 - Low,8
31334,477,3 - Senior,Systems,Request,2 - Normal,3 - High,7
31335,1765,2 - Regular,Systems,Request,2 - Normal,1 - Low,12
31336,585,4 - Management,Software,Request,2 - Normal,3 - High,9
31337,609,3 - Senior,Systems,Issue,2 - Normal,3 - High,3
31338,1545,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,4
31339,1933,3 - Senior,Systems,Issue,2 - Normal,3 - High,1
31340,279,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
31341,931,3 - Senior,Systems,Issue,2 - Normal,3 - High,1
31342,1158,3 - Senior,Systems,Issue,2 - Normal,3 - High,4
31343,421,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,8
31344,1484,1 - Junior,Software,Request,3 - Major,2 - Medium,8
31345,1150,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1
31346,512,1 - Junior,Systems,Request,2 - Normal,1 - Low,7
31347,274,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31348,886,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
31349,1075,1 - Junior,Software,Request,2 - Normal,1 - Low,11
31350,1355,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,8
31351,1545,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
31352,1808,2 - Regular,Software,Issue,2 - Normal,2 - Medium,1
31353,1514,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,25
31354,56,1 - Junior,Software,Request,2 - Normal,2 - Medium,7
31355,840,2 - Regular,Systems,Issue,2 - Normal,1 - Low,6
31356,1626,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1
31357,1446,2 - Regular,Software,Issue,2 - Normal,3 - High,3
31358,215,3 - Senior,Hardware,Issue,2 - Normal,3 - High,6
31359,17,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1
31360,968,2 - Regular,Systems,Request,2 - Normal,3 - High,5
31361,61,3 - Senior,Hardware,Request,2 - Normal,3 - High,10
31362,859,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
31363,1665,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
31364,1512,3 - Senior,Software,Issue,2 - Normal,0 - Unassigned,3
31365,1772,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,18
31366,1726,3 - Senior,Access/Login,Issue,3 - Major,3 - High,0
31367,740,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7
31368,152,2 - Regular,Systems,Request,2 - Normal,1 - Low,23
31369,1403,1 - Junior,Software,Request,2 - Normal,2 - Medium,6
31370,239,2 - Regular,Hardware,Request,2 - Normal,3 - High,10
31371,137,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31372,1911,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5
31373,1330,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0
31374,676,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5
31375,766,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,4
31376,1549,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
31377,1583,1 - Junior,Systems,Request,2 - Normal,1 - Low,22
31378,1020,1 - Junior,Systems,Request,2 - Normal,2 - Medium,17
31379,1662,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,20
31380,522,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1
31381,1609,4 - Management,Software,Request,2 - Normal,0 - Unassigned,10
31382,786,3 - Senior,Software,Request,2 - Normal,3 - High,2
31383,1841,2 - Regular,Software,Request,2 - Normal,2 - Medium,3
31384,1921,3 - Senior,Systems,Request,2 - Normal,2 - Medium,5
31385,920,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,4
31386,926,2 - Regular,Software,Request,2 - Normal,1 - Low,9
31387,317,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1
31388,1794,2 - Regular,Systems,Request,2 - Normal,3 - High,7
31389,1056,2 - Regular,Software,Request,2 - Normal,3 - High,4
31390,1350,2 - Regular,Systems,Issue,2 - Normal,3 - High,4
31391,1476,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31392,662,2 - Regular,Systems,Request,2 - Normal,3 - High,18
31393,1193,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31394,746,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0
31395,226,4 - Management,Software,Request,2 - Normal,3 - High,6
31396,763,4 - Management,Software,Request,2 - Normal,3 - High,11
31397,1053,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
31398,1408,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,15
31399,935,2 - Regular,Hardware,Request,2 - Normal,3 - High,13
31400,1266,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,9
31401,1364,2 - Regular,Software,Request,2 - Normal,1 - Low,10
31402,1136,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,8
31403,1802,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31404,1789,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
31405,1802,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
31406,1601,4 - Management,Systems,Request,2 - Normal,3 - High,16
31407,413,4 - Management,Software,Request,2 - Normal,3 - High,4
31408,788,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0
31409,1877,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
31410,422,1 - Junior,Systems,Request,2 - Normal,2 - Medium,32
31411,1757,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,13
31412,1214,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
31413,1029,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1
31414,1018,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31415,859,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,1
31416,301,3 - Senior,Systems,Request,2 - Normal,3 - High,6
31417,425,2 - Regular,Systems,Request,2 - Normal,1 - Low,6
31418,1452,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0
31419,1985,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0
31420,1875,3 - Senior,Software,Request,2 - Normal,3 - High,4
31421,189,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3
31422,1329,3 - Senior,Systems,Request,2 - Normal,3 - High,7
31423,410,2 - Regular,Systems,Issue,2 - Normal,3 - High,1
31424,948,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,1
31425,143,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0
31426,594,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0
31427,1657,3 - Senior,Systems,Issue,2 - Normal,2 - Medium,7
31428,1222,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0
31429,1461,2 - Regular,Systems,Request,2 - Normal,2 - Medium,6
31430,227,1 - Junior,Access/Login,Issue,3 - Major,1 - Low,0
31431,816,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1
31432,523,2 - Regular,Access/Login,Issue,3 - Major,2 - Medium,1
31433,489,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31434,1860,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31435,1701,1 - Junior,Access/Login,Request,3 - Major,2 - Medium,0
31436,812,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,13
31437,1720,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,2
31438,1881,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,3
31439,1328,4 - Management,Systems,Request,2 - Normal,3 - High,6
31440,37,1 - Junior,Software,Request,2 - Normal,1 - Low,14
31441,721,1 - Junior,Access/Login,Request,4 - Critical,1 - Low,0
31442,854,4 - Management,Systems,Issue,3 - Major,3 - High,5
31443,1244,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31444,518,4 - Management,Access/Login,Request,2 - Normal,3 - High,0
31445,1113,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0
31446,255,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31447,279,2 - Regular,Access/Login,Issue,3 - Major,3 - High,0
31448,1565,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2
31449,838,2 - Regular,Software,Request,2 - Normal,2 - Medium,4
31450,108,2 - Regular,Hardware,Issue,2 - Normal,3 - High,5
31451,1590,4 - Management,Hardware,Request,2 - Normal,2 - Medium,13
31452,47,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
31453,1985,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,1
31454,1289,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0
31455,163,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
31456,1223,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5
31457,1560,2 - Regular,Software,Request,2 - Normal,1 - Low,18
31458,425,2 - Regular,Systems,Request,4 - Critical,3 - High,14
31459,1833,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,19
31460,928,2 - Regular,Software,Request,2 - Normal,3 - High,6
31461,1446,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2
31462,1874,1 - Junior,Systems,Request,2 - Normal,3 - High,8
31463,153,2 - Regular,Software,Request,2 - Normal,2 - Medium,4
31464,1822,2 - Regular,Software,Request,2 - Normal,2 - Medium,3
31465,1936,2 - Regular,Systems,Request,2 - Normal,1 - Low,5
31466,1019,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,11
31467,837,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,1
31468,675,1 - Junior,Systems,Request,2 - Normal,3 - High,11
31469,14,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5
31470,159,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,34
31471,481,3 - Senior,Systems,Request,2 - Normal,3 - High,22
31472,562,3 - Senior,Hardware,Issue,2 - Normal,0 - Unassigned,6
31473,371,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
31474,103,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0
31475,971,1 - Junior,Systems,Request,2 - Normal,3 - High,5
31476,914,1 - Junior,Hardware,Request,2 - Normal,1 - Low,13
31477,1465,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,24
31478,1133,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,8
31479,1179,4 - Management,Hardware,Issue,2 - Normal,3 - High,6
31480,182,4 - Management,Hardware,Request,2 - Normal,3 - High,12
31481,1401,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0
31482,1184,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,6
31483,197,2 - Regular,Access/Login,Request,3 - Major,3 - High,0
31484,458,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,3
31485,86,2 - Regular,Software,Request,2 - Normal,1 - Low,9
31486,107,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0
31487,1919,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,2
31488,812,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,4
31489,568,3 - Senior,Systems,Request,2 - Normal,3 - High,6
31490,421,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,12
31491,862,4 - Management,Systems,Request,2 - Normal,3 - High,7
31492,1065,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,13
31493,842,2 - Regular,Systems,Request,2 - Normal,3 - High,5
31494,950,4 - Management,Access/Login,Issue,2 - Normal,1 - Low,0
31495,1281,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0
31496,592,3 - Senior,Software,Request,3 - Major,3 - High,8
31497,1704,2 - Regular,Hardware,Request,2 - Normal,3 - High,35
31498,410,2 - Regular,Systems,Issue,2 - Normal,3 - High,2
31499,500,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,24
31500,513,4 - Management,Hardware,Issue,2 - Normal,3 - High,9
31501,238,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0
31502,1064,4 - Management,Systems,Request,2 - Normal,3 - High,14
31503,369,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0
31504,1700,1 - Junior,Systems,Request,2 - Normal,1 - Low,13
31505,1907,4 - Management,Systems,Request,3 - Major,3 - High,7
31506,792,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,25
31507,959,1 - Junior,Hardware,Request,2 - Normal,1 - Low,10
